date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:57:11	926/926	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Oct%202015%2015:25:16%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/js/plugins/camera/images/patterns/overlay9.png	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/js/plugins/camera/images/patterns/overlay9.png	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/js/plugins/camera/css/camera.css)
13:57:11	923/923	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Oct%202015%2015:25:16%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/js/plugins/camera/images/patterns/overlay10.png	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/js/plugins/camera/images/patterns/overlay10.png	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/js/plugins/camera/css/camera.css)
13:57:12	356620/356620	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2008%20Oct%202015%2015:25:12%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/font-awesome/fonts/fontawesome-webfont.svg?v=4.4.0	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/font-awesome/fonts/fontawesome-webfont93e3.svg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/font-awesome/css/font-awesome.min.css)
13:57:18	138204/138204	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2008%20Oct%202015%2015:25:12%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/font-awesome/fonts/fontawesome-webfont.ttf?v=4.4.0	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/font-awesome/fonts/fontawesome-webfont93e3.ttf	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/font-awesome/css/font-awesome.min.css)
13:57:22	61671/61671	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/banners/banner-img2.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/banners/banner-img2.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/css/style.css)
13:57:24	83905/83905	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/banners/banner-img1.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/banners/banner-img1.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/css/style.css)
13:57:25	79415/79415	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/banners/banner-img3.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/banners/banner-img3.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/css/style.css)
13:57:37	79473/79473	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/banners/banner-img6.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/banners/banner-img6.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/css/style.css)
13:57:38	122004/122004	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/banners/banner-img4.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/banners/banner-img4.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/css/style.css)
13:57:39	109355/109355	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/banners/banner-img5.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/banners/banner-img5.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/css/style.css)
13:57:43	120196/120196	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/banners/banner-img7.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/banners/banner-img7.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/css/style.css)
13:57:49	59647/59647	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/image2.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/image2.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/about.html)
13:57:50	85762/85762	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/about/about-img1.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/about/about-img1.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/css/style.css)
13:57:52	82566/82566	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/about/about-services-bg.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/about/about-services-bg.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/css/style.css)
13:57:54	54434/54434	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/image3.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/image3.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/about.html)
13:57:55	28549/28549	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/news/news-thumb-img3.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/news/news-thumb-img3.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/services.html)
13:57:55	33357/33357	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/image4.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/image4.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/about.html)
13:57:57	30188/30188	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/news/news-thumb-img4.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/news/news-thumb-img4.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/services.html)
13:57:57	21884/21884	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/news/news-thumb-img5.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/news/news-thumb-img5.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/services.html)
13:57:59	28222/28222	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/news/news-thumb-img6.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/news/news-thumb-img6.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/services.html)
13:58:00	32677/32677	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img5.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img5.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/doctors.html)
13:58:03	33091/33091	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img17.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img17.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/doctors.html)
13:58:03	37141/37141	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img14.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img14.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/doctors.html)
13:58:04	31084/31084	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img7.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img7.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/doctors.html)
13:58:05	33390/33390	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img8.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img8.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/doctors.html)
13:58:08	30500/30500	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img9.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img9.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/doctors.html)
13:58:08	30125/30125	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img10.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img10.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/doctors.html)
13:58:09	32079/32079	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img11.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img11.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/doctors.html)
13:58:11	38985/38985	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img12.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img12.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/doctors.html)
13:58:14	39275/39275	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img13.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img13.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/doctors.html)
13:58:14	38688/38688	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img15.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img15.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/doctors.html)
13:58:15	38514/38514	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img16.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img16.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/doctors.html)
13:58:19	50008/50008	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img6.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/doctors/doctor-bio-img6.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/doctor-profile.html)
13:58:22	48035/48035	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img1.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img1.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:58:23	45526/45526	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img2.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img2.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:58:30	45526/45526	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img3.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img3.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:58:32	110870/110870	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img1.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img1.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:58:34	99218/99218	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img2.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img2.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:58:35	31587/31587	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img4.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img4.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:58:39	103391/103391	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img3.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img3.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:58:41	34643/34643	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img5.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img5.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:58:43	24725/24725	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img6.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img6.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:58:45	74392/74392	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img4.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img4.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:58:47	75825/75825	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img5.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img5.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:58:49	30820/30820	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img7.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img7.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:58:50	56197/56197	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img6.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img6.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:58:54	39205/39205	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img8.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img8.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:58:56	71268/71268	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img7.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img7.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:58:58	48558/48558	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img9.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/thumb/gallery-thumb-img9.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:59:03	87244/87244	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img8.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img8.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:59:16	138076/138076	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2023:55:10%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img9.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/gallery/big/gallery-big-img9.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/gallery.html)
13:59:17	113911/113911	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/news/news-post-img3.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/news/news-post-img3.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/news.html)
13:59:17	135641/135641	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/news/news-post-img1.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/news/news-post-img1.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/news.html)
13:59:18	1528/1528	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/avatar-1.png	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/avatar-1.png	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/news-single.html)
13:59:20	146218/146218	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/news/news-post-img2.jpg	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/news/news-post-img2.jpg	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/news.html)
13:59:27	58/58	---M-Z	200	added ('OK')	text/plain	date:Fri,%2004%20Dec%202015%2000:45:00%20GMT	https://maps.googleapis.com/robots.txt		(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/)
13:59:29	202043/202043	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Oct%202015%2015:25:14%20GMT	http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/contact/contact-info-box-img1.png	/home/ibnuhamdani/websites/hyhy/sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/images/contact/contact-info-box-img1.png	(from http://sainathchillapuram.com/BS/mediplus/hosptails/html-fullwidth/contact.html)
